Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
266,"<small>DL</small>-2-Aminobutanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","2835-81-6",635889,"103.120","lf (w)","304 dec","subl",,"1.2300<sup>20</sup>",,"211<sup>25</sup>",,"vs H<sub>2</sub>O; sl EtOH; i eth, bz",
267,"<small>L</small>-2-Aminobutanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","1492-24-6",1720935,"103.120","lf (dil al), cry (al)","292 dec",,,,,,,"s H<sub>2</sub>O; sl EtOH, eth; i bz",
268,"<small>DL</small>-3-Aminobutanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","2835-82-7",1720563,"103.120","nd (al)","194.3",,,,,"1250<sup>25</sup>",,"vs H<sub>2</sub>O; i EtOH, eth, bz",
269,"4-Aminobutanoic acid","γ-Aminobutyric acid","C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","56-12-2",906818,"103.120","pr or nd (al) lf (MeOH-eth)","203 dec",,,,,,,"vs H<sub>2</sub>O; sl EtOH, ace; i eth, bz",
270,"2-Amino-1-butanol, (±)-",,"C<sub>4</sub>H<sub>11</sub>NO","13054-87-0",1718931,"89.136","liq","-1.0","178(9)",,"0.9162<sup>20</sup>","1.4489<sup>25</sup>",,,"msc H<sub>2</sub>O, EtOH, eth; sl chl",
271,"4-Amino-1-butanol",,"C<sub>4</sub>H<sub>11</sub>NO","13325-10-5",1731411,"89.136",,,"203(11)","125<sup>34</sup>","0.967<sup>12</sup>","1.4625<sup>20</sup>",,,"s H<sub>2</sub>O, EtOH; i eth",
272,"4-Amino-<i>N</i>-[(butylamino)carbonyl]benzenesulfonamide","Carbutamide","C<sub>11</sub>H<sub>17</sub>N<sub>3</sub>O<sub>3</sub>S","339-43-5",2218915,"271.336",,"144.5",,,,,"0.53<sup>37</sup>",,,
273,"Aminocarb",,"C<sub>11</sub>H<sub>16</sub>N<sub>2</sub>O<sub>2</sub>","2032-59-9",,"208.257","cry","95.0(3)",,,,,,,"sl H<sub>2</sub>O, bz; s ace",
274,"<i>N</i>-(Aminocarbonyl)acetamide",,"C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","591-07-1",1751301,"102.092",,218,"180 subl",,,,,,"sl H<sub>2</sub>O, eth; s EtOH",
275,"[4-[(Aminocarbonyl)amino]phenyl]arsonic acid","Carbarsone","C<sub>7</sub>H<sub>9</sub>AsN<sub>2</sub>O<sub>4</sub>","121-59-5",2940926,"260.079","nd (w)",174,,,,,,,"sl H<sub>2</sub>O, DMSO, EtOH; i eth, chl; s alk",
276,"<i>N</i>-(Aminocarbonyl)-2-bromo-2-ethylbutanamide","Carbromal","C<sub>7</sub>H<sub>13</sub>BrN<sub>2</sub>O<sub>2</sub>","77-65-6",1775637,"237.094","orth (dil al)",118,,,"1.544<sup>25</sup>",,,,"sl H<sub>2</sub>O, chl; s ace, bz",
277,"<i>N</i>-(Aminocarbonyl)-2-bromo-3-methylbutanamide","Bromisovalum","C<sub>6</sub>H<sub>11</sub>BrN<sub>2</sub>O<sub>2</sub>","496-67-3",1773255,"223.067","nd or lf (to)",154,"subl",,"1.56<sup>15</sup>",,,,"vs ace, bz, eth, EtOH",
278,"[2-(Aminocarbonyl)phenoxy]acetic acid","Salicylamide <i>O</i>-acetic acid","C<sub>9</sub>H<sub>9</sub>NO<sub>4</sub>","25395-22-6",2109681,"195.172",,221,,,,,,,"s alk",
279,"7-Aminocephalosporanic acid",,"C<sub>10</sub>H<sub>12</sub>N<sub>2</sub>O<sub>5</sub>S","957-68-6",,"272.277","cry",,,,,,,,,
280,"1-Amino-5-chloro-9,10-anthracenedione","1-Amino-5-chloroanthraquinone","C<sub>14</sub>H<sub>8</sub>ClNO<sub>2</sub>","117-11-3",2215893,"257.673",,212,,,,,,,,
281,"4-Amino-6-chloro-1,3-benzenedisulfonamide","Chloraminophenamide","C<sub>6</sub>H<sub>8</sub>ClN<sub>3</sub>O<sub>4</sub>S<sub>2</sub>","121-30-2",1083877,"285.729",,"254.5",,,,,,,,
282,"5-Amino-2-chlorobenzenesulfonic acid","6-Chlorometanilic acid","C<sub>6</sub>H<sub>6</sub>ClNO<sub>3</sub>S","88-43-7",,"207.635","nd (w)","280 dec",,,,,,,,
283,"2-Amino-5-chlorobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>ClNO<sub>2</sub>","635-21-2",639027,"171.582",,211,,,,,,,,
284,"5-Amino-2-chlorobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>ClNO<sub>2</sub>","89-54-3",2090422,"171.582",,188,,,"1.519<sup>15</sup>",,,,"vs EtOH",
285,"2-Amino-5-chlorobenzophenone","2-Benzoyl-4-chloroaniline","C<sub>13</sub>H<sub>10</sub>ClNO","719-59-5",475640,"231.677","ye nd","100.5",,,,,,,"vs H<sub>2</sub>O, EtOH, peth, chl",
286,"2-Amino-4-chloro-5-methylbenzenesulfonic acid","2-Chloro-<i>p</i>-toluidine-5-sulfonic acid","C<sub>7</sub>H<sub>8</sub>ClNO<sub>3</sub>S","88-51-7",,"221.662","short nd (w)",,,,,,,,,
287,"2-Amino-4-chlorophenol","2-Hydroxy-5-chloroaniline","C<sub>6</sub>H<sub>6</sub>ClNO","95-85-2",774859,"143.571",,140,,,,,,,"sl DMSO",
288,"1-Aminocyclopentanecarboxylic acid","Cycloleucine","C<sub>6</sub>H<sub>11</sub>NO<sub>2</sub>","52-52-8",636626,"129.157","cry (al-w)","330 dec",,,,,,,,
289,"7-Aminodeacetoxycephalosporanic acid",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>S","22252-43-3",,"214.241",,"241 dec",,,,,,,,
290,"1-Amino-1-deoxy-<small>D</small>-glucitol","Glucamine","C<sub>6</sub>H<sub>15</sub>NO<sub>5</sub>","488-43-7",1721895,"181.187","cry (MeOH)",127,,,,,,,"vs H<sub>2</sub>O, EtOH",
291,"2-Amino-2-deoxy-<small>D</small>-glucose","<small>D</small>-Glucosamine","C<sub>6</sub>H<sub>13</sub>NO<sub>5</sub>","3416-24-8",1724602,"179.171",,,,,,,,,"vs H<sub>2</sub>O",
292,"1-Amino-2,4-dibromo-9,10-anthracenedione","1-Amino-2,4-dibromoanthraquinone","C<sub>14</sub>H<sub>7</sub>Br<sub>2</sub>NO<sub>2</sub>","81-49-2",1993373,"381.020","red nd (xyl)",226,,,,,,,,
293,"3-Amino-2,5-dichlorobenzoic acid","Chloramben","C<sub>7</sub>H<sub>5</sub>Cl<sub>2</sub>NO<sub>2</sub>","133-90-4",2365906,"206.027",,"202(1)",,,,,"0.70<sup>25</sup>",,"sl DMSO",
294,"2-Amino-2',5-dichlorobenzophenone",,"C<sub>13</sub>H<sub>9</sub>Cl<sub>2</sub>NO","2958-36-3",652774,"266.122",,"≈80",,,,,,,,
295,"2-Amino-4,6-dichlorophenol",,"C<sub>6</sub>H<sub>5</sub>Cl<sub>2</sub>NO","527-62-8",1102196,"178.016","long nd (CS<sub>2</sub>)","95.5","70 subl",,,,,,,
296,"4-Amino-2,6-dichlorophenol",,"C<sub>6</sub>H<sub>5</sub>Cl<sub>2</sub>NO","5930-28-9",2361665,"178.016","nd or lf (w, bz)",168,"subl",,,,,,"i H<sub>2</sub>O; vs EtOH, eth; s ace; sl bz, HOAc",
297,"5-Amino-2,3-dihydro-1,4-phthalazinedione","Luminol","C<sub>8</sub>H<sub>7</sub>N<sub>3</sub>O<sub>2</sub>","521-31-3",383929,"177.161","ye nd (al)","330.5",,,,,,,"i H<sub>2</sub>O; sl EtOH, eth; vs alk; s HOAc",
298,"2-Amino-1,7-dihydro-6<i>H</i>-purine-6-thione","Thioguanine","C<sub>5</sub>H<sub>5</sub>N<sub>5</sub>S","154-42-7",157765,"167.193",,">360",,,,,,,,
299,"2-Amino-3,4-dimethylimidazo[4,5-<i>f</i>]quinoline","Me-IQ","C<sub>12</sub>H<sub>12</sub>N<sub>4</sub>","77094-11-2",,"212.250","cry",297,,,,,,,,
300,"2-Amino-4,6-dinitrophenol","Picramic acid","C<sub>6</sub>H<sub>5</sub>N<sub>3</sub>O<sub>5</sub>","96-91-3",989416,"199.121","dk red nd (al) pr (chl)","168(1)",,,,,,,"vs bz, EtOH",
201,"Allyl phenyl ether",,"C<sub>9</sub>H<sub>10</sub>O","1746-13-0",1905622,"134.174",,,"190.5(8)",,"0.9811<sup>20</sup>","1.5223<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH; msc eth; sl ctc",
202,"5-Allyl-5-phenyl-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","Phenallymal","C<sub>13</sub>H<sub>12</sub>N<sub>2</sub>O<sub>3</sub>","115-43-5",227510,"244.245",,"156.5",,,,,,,"sl H<sub>2</sub>O, bz, DMSO; vs EtOH, eth; i lig",
203,"Allyl propanoate","2-Propenyl propanoate","C<sub>6</sub>H<sub>10</sub>O<sub>2</sub>","2408-20-0",1743840,"114.142",,,"123(5)",,"0.9140<sup>20</sup>","1.4105<sup>20</sup>",,,"s EtOH, eth, ace",
204,"<i>N</i>-Allyl-2-propen-1-amine","Diallylamine","C<sub>6</sub>H<sub>11</sub>N","124-02-7",773718,"97.158",,,"112(3)",,,"1.4387<sup>20</sup>",,,"s EtOH, eth",
205,"Allyl propyl disulfide",,"C<sub>6</sub>H<sub>12</sub>S<sub>2</sub>","2179-59-1",,"148.289",,,,"79<sup>13</sup>",,"1.5219<sup>20</sup>",,,,
206,"3-(Allylsulfinyl)-<small>L</small>-alanine, (<i>S</i>)-","Alliin","C<sub>6</sub>H<sub>11</sub>NO<sub>3</sub>S","556-27-4",,"177.221","nd (dil ac)",165,,,,,,,"vs H<sub>2</sub>O",
207,"Allylthiourea","Thiosinamine","C<sub>4</sub>H<sub>8</sub>N<sub>2</sub>S","109-57-9",1071470,"116.185","mcl or orth pr (w)","77(3)",,,"1.217<sup>20</sup>","1.5936<sup>78</sup>",,,"s H<sub>2</sub>O, EtOH; sl eth; i bz",
208,"Allyltrichlorosilane","Trichloro-2-propenylsilane","C<sub>3</sub>H<sub>5</sub>Cl<sub>3</sub>Si","107-37-9",1743449,"175.517",,35,"118(3)",,"1.2011<sup>20</sup>","1.4460<sup>20</sup>",,,,
209,"Allyltriethoxysilane",,"C<sub>9</sub>H<sub>20</sub>O<sub>3</sub>Si","2550-04-1",1772306,"204.339",,,,"100<sup>50</sup>, 82<sup>28</sup>","0.9030<sup>20</sup>","1.4072<sup>20</sup>",,,,
210,"Allyltrimethylsilane",,"C<sub>6</sub>H<sub>14</sub>Si","762-72-1",906755,"114.261",,,85,,"0.7158<sup>25</sup>","1.4074<sup>20</sup>",,,"i H<sub>2</sub>O",
211,"Allylurea",,"C<sub>4</sub>H<sub>8</sub>N<sub>2</sub>O","557-11-9",1745068,"100.119","nd (al)",85,,,,,,,"msc H<sub>2</sub>O, EtOH; sl eth, chl; i peth",
212,"Allyl vinyl ether","3-(Ethenyloxy)-1-propene","C<sub>5</sub>H<sub>8</sub>O","3917-15-5",1697665,"84.117",,,66,,"0.7900<sup>20</sup>","1.4062<sup>20</sup>",,,"i H<sub>2</sub>O; s eth, ace, chl",
213,"Aloin A",,"C<sub>21</sub>H<sub>22</sub>O<sub>9</sub>","1415-73-2",,"418.395",,"149.3",,,,,,,"s H<sub>2</sub>O, EtOH, ace; sl eth, bz; i chl",
214,"Alphaprodine",,"C<sub>16</sub>H<sub>23</sub>NO<sub>2</sub>","15867-21-7",,"261.360","cry",103,,,,,,,,
215,"Alstonidine",,"C<sub>22</sub>H<sub>24</sub>N<sub>2</sub>O<sub>4</sub>","25394-75-6",57346,"380.437","cry (eth)",189,,,,,,,"vs ace, EtOH",
216,"Alstonine",,"C<sub>21</sub>H<sub>20</sub>N<sub>2</sub>O<sub>3</sub>","642-18-2",,"348.395","ye nd (ace)","207 dec",,,,,,,,
217,"<small>D</small>-Altrose",,"C<sub>6</sub>H<sub>12</sub>O<sub>6</sub>","1990-29-0",1724621,"180.155","pr (MeOH,al)","103.5",,,,,,,"vs H<sub>2</sub>O",
218,"Aluminum 2-butoxide","2-Butanol, aluminum salt","C<sub>12</sub>H<sub>27</sub>AlO<sub>3</sub>","2269-22-9",,"246.322",,,,"197<sup>20</sup>",,,,,,
219,"Aluminum distearate","Hydroxyaluminum distearate","C<sub>36</sub>H<sub>71</sub>AlO<sub>5</sub>","300-92-5",,"610.928","wh pow",145,,,,,,,"i H<sub>2</sub>O",
220,"Aluminum ethanolate","Aluminum ethoxide","C<sub>6</sub>H<sub>15</sub>AlO<sub>3</sub>","555-75-9",,"162.163","liq/wh solid",140,,"200<sup>7</sup>",,,,,"dec H<sub>2</sub>O; sl xyl",
221,"Aluminum isopropoxide",,"C<sub>9</sub>H<sub>21</sub>AlO<sub>3</sub>","555-31-7",,"204.243","hyg wh solid",119,,"135<sup>10</sup>, 94<sup>0.5</sup>",,,,,"reac H<sub>2</sub>O; s EtOH, bz, peth, chl",
222,"Alverine","<i>N</i>-Ethyl-bis(3-phenylpropyl)amine","C<sub>20</sub>H<sub>27</sub>N","150-59-4",,"281.435","oil",,,"166<sup>0.3</sup>",,,,,,
223,"α-Amanitin",,"C<sub>39</sub>H<sub>54</sub>N<sub>10</sub>O<sub>14</sub>S","23109-05-9",,"918.970","nd","254 dec",,,,,,,,
224,"Amaranth dye",,"C<sub>20</sub>H<sub>11</sub>N<sub>2</sub>Na<sub>3</sub>O<sub>10</sub>S<sub>3</sub>","915-67-3",,"604.472","dk red pow",,,,,,,,"s H<sub>2</sub>O",
225,"Ametryn","<i>N</i>-Ethyl-<i>N'</i>-(1-methylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine","C<sub>9</sub>H<sub>17</sub>N<sub>5</sub>S","834-12-8",,"227.330",,"83.6(5)",,,,,"0.190<sup>20</sup>",,,
226,"19-Amino-8,11,13-abietatriene",,"C<sub>20</sub>H<sub>31</sub>N","1446-61-3",,"285.467","cry","44.5",,,,,,,,
227,"2-Aminoacetamide","Glycine amide","C<sub>2</sub>H<sub>6</sub>N<sub>2</sub>O","598-41-4",635783,"74.081","hyg nd (chl)","67.5",,,,,,,"vs H<sub>2</sub>O, EtOH; sl eth, bz; s ace, chl",
228,"Aminoacetonitrile",,"C<sub>2</sub>H<sub>4</sub>N<sub>2</sub>","540-61-4",773694,"56.066",,,,"58<sup>15</sup>",,,,,"vs EtOH",
229,"Aminoacetonitrile monohydrochloride",,"C<sub>2</sub>H<sub>5</sub>ClN<sub>2</sub>","6011-14-9",3652325,"92.527","hyg cry (al)","165 dec",,,,,,,,
230,"α-Aminoacetophenone hydrochloride",,"C<sub>8</sub>H<sub>10</sub>ClNO","5468-37-1",3563173,"171.624",,"194 dec",,,,,,,,
231,"1-Aminoadamantane hydrochloride","Adamantanamine hydrochloride","C<sub>10</sub>H<sub>18</sub>ClN","665-66-7",4198854,"187.710","cry (al-eth)","360 dec",,,,,,,"vs H<sub>2</sub>O, EtOH",
232,"2-Aminoadipic acid",,"C<sub>6</sub>H<sub>11</sub>NO<sub>4</sub>","626-71-1",1773077,"161.156","pl (w)","207.0",,,,,,,"sl H<sub>2</sub>O, EtOH, eth",
233,"3-Aminoalanine","2,3-Diaminopropionic acid","C<sub>3</sub>H<sub>8</sub>N<sub>2</sub>O<sub>2</sub>","515-94-6",1721401,"104.108","hyg rosettes",110,,,,,,,"vs H<sub>2</sub>O",
234,"1-Amino-9,10-anthracenedione","1-Aminoanthraquinone","C<sub>14</sub>H<sub>9</sub>NO<sub>2</sub>","82-45-1",396360,"223.227","red nd (al)","253.5","subl",,,,,,"vs ace, bz, EtOH, chl",
235,"2-Amino-9,10-anthracenedione","2-Aminoanthraquinone","C<sub>14</sub>H<sub>9</sub>NO<sub>2</sub>","117-79-3",745903,"223.227","red nd (al, HOAc)","304.5","subl",,,,"0.00016<sup>25</sup>",,"i H<sub>2</sub>O, eth; sl EtOH; s ace, bz, chl",
236,"4-Aminoazobenzene",,"C<sub>12</sub>H<sub>11</sub>N<sub>3</sub>","60-09-3",513850,"197.235","oran mcl nd (al)","125(1)",">360",,,,"0.030<sup>25</sup>",,"sl H<sub>2</sub>O, lig; s EtOH, eth, bz, chl",
237,"2-Aminobenzaldehyde",,"C<sub>7</sub>H<sub>7</sub>NO","529-23-7",507154,"121.137","silv lf","40.5",,"80<sup>2</sup>",,,,,"sl H<sub>2</sub>O; vs EtOH, eth; s bz, chl; i lig",
238,"3-Aminobenzaldehyde",,"C<sub>7</sub>H<sub>7</sub>NO","1709-44-0",970179,"121.137","nd (AcOEt)",29,,,,,,,"s eth, acid",
239,"4-Aminobenzaldehyde",,"C<sub>7</sub>H<sub>7</sub>NO","556-18-3",1362885,"121.137","pl (w)","71.5",,,,,,,"s H<sub>2</sub>O, EtOH, eth, acid",
240,"2-Aminobenzamide",,"C<sub>7</sub>H<sub>8</sub>N<sub>2</sub>O","88-68-6",508509,"136.151",,"110.5 dec",,,,,,,"s H<sub>2</sub>O, EtOH; sl eth, bz; vs AcOEt",
241,"4-Aminobenzamide",,"C<sub>7</sub>H<sub>8</sub>N<sub>2</sub>O","2835-68-9",2079485,"136.151","ye cry (+1/4w)",183,,,,,,,"sl H<sub>2</sub>O; s EtOH, eth",
242,"α-Aminobenzeneacetic acid, (±)-","α-Phenylglycine","C<sub>8</sub>H<sub>9</sub>NO<sub>2</sub>","2835-06-5",3197862,"151.163","pl","292 dec","255 subl",,,,,,"s alk; sl os",
243,"4-Aminobenzeneacetic acid","<i>p</i>-Aminophenylacetic acid","C<sub>8</sub>H<sub>9</sub>NO<sub>2</sub>","1197-55-3",2208094,"151.163","pl (w)","195(1)",,,,,,,"i H<sub>2</sub>O; sl EtOH, DMSO",
244,"5-Amino-1,3-benzenedicarboxylic acid",,"C<sub>8</sub>H<sub>7</sub>NO<sub>4</sub>","99-31-0",2805628,"181.147","pr(al), pl(w)",360,"subl",,,,,,"i H<sub>2</sub>O; sl EtOH",
245,"4-Aminobenzeneethanol",,"C<sub>8</sub>H<sub>11</sub>NO","104-10-9",907205,"137.179","nd (al)",108,,,,,,,,
246,"2-Aminobenzenemethanamine",,"C<sub>7</sub>H<sub>10</sub>N<sub>2</sub>","4403-69-4",742364,"122.167",,61,269,,,,,,"vs EtOH",
247,"2-Aminobenzenemethanol",,"C<sub>7</sub>H<sub>9</sub>NO","5344-90-1",1072211,"123.152",,"83.5",273,,,,,,"s H<sub>2</sub>O, EtOH, eth, HOAc; vs bz, chl",
248,"4-Aminobenzenesulfonamide","Sulfanilamide","C<sub>6</sub>H<sub>8</sub>N<sub>2</sub>O<sub>2</sub>S","63-74-1",511852,"172.205","lf (dil al)","162.2(4)",,,"1.08<sup>25</sup>",,"7.2<sup>20</sup>",,"s H<sub>2</sub>O, EtOH, eth, ace; sl chl, peth",
249,"2-Aminobenzenesulfonic acid","Orthanilic acid","C<sub>6</sub>H<sub>7</sub>NO<sub>3</sub>S","88-21-1",1309204,"173.190","pr (+ 1/2w)",">320 dec",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth",
250,"3-Aminobenzenesulfonic acid","Metanilic acid","C<sub>6</sub>H<sub>7</sub>NO<sub>3</sub>S","121-47-1",473264,"173.190","nd, pr (w +1)","dec",,,,,,,"sl H<sub>2</sub>O, EtOH; i eth",
401,"1-Amino-2-propanol","Isopropanolamine","C<sub>3</sub>H<sub>9</sub>NO","1674-56-2",1718870,"75.109",,"1.7(2)","141(12)",,"0.9611<sup>20</sup>","1.4479<sup>20</sup>",,"0.165","msc H<sub>2</sub>O, EtOH, eth, ace, bz, ctc",
402,"α-(1-Aminopropyl)benzenemethanol","α-(α-Aminopropyl)benzyl alcohol","C<sub>10</sub>H<sub>15</sub>NO","5897-76-7",,"165.232","pl (bz-eth)","79.5",,,,,,,,
403,"<i>N</i>-(3-Aminopropyl)-<i>N</i>-methyl-1,3-propanediamine",,"C<sub>7</sub>H<sub>19</sub>N<sub>3</sub>","105-83-9",1737155,"145.246",,,"232(3)","112<sup>6</sup>","0.9023<sup>20</sup>","1.4705<sup>25</sup>",,,,
404,"Aminopropylon",,"C<sub>16</sub>H<sub>22</sub>N<sub>4</sub>O<sub>2</sub>","3690-04-8",38137,"302.372","pr (bz)",181,,,,,,,"vs H<sub>2</sub>O",
405,"4-(2-Aminopropyl)phenol, (±)-","Hydroxyamphetamine","C<sub>9</sub>H<sub>13</sub>NO","1518-86-1",3197507,"151.205","cry (bz)","125.5",,,,,,,"s H<sub>2</sub>O, EtOH, bz, chl, AcOEt",
406,"<i>N</i>-(3-Aminopropyl)-1,3-propanediamine","Bis(3-aminopropyl)amine","C<sub>6</sub>H<sub>17</sub>N<sub>3</sub>","56-18-8",1071254,"131.219",,"-5.1(3)",,"151<sup>50</sup>","0.938<sup>25</sup>","1.4810<sup>20</sup>",,,"s chl",
407,"Aminopterin",,"C<sub>19</sub>H<sub>20</sub>N<sub>8</sub>O<sub>5</sub>","54-62-6",,"440.413","ye cry","262 dec",,,,,,,,
408,"4-Amino-<i>N</i>-pyrazinylbenzenesulfonamide","Sulfapyrazine","C<sub>10</sub>H<sub>10</sub>N<sub>4</sub>O<sub>2</sub>S","116-44-9",235481,"250.277","nd (PhNO<sub>2</sub>)",251,,,,,,,"i H<sub>2</sub>O, EtOH, eth, bz, chl; s py; sl ace",
409,"3-Amino-1<i>H</i>-pyrazole-4-carbonitrile","3-Amino-4-cyanopyrazole","C<sub>4</sub>H<sub>4</sub>N<sub>4</sub>","16617-46-2",2647,"108.102","cry (w)",173,,,,,,,,
410,"2-Amino-3-pyridinecarboxylic acid",,"C<sub>6</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","5345-47-1",119031,"138.124",,"296 dec",,,,,,,"sl H<sub>2</sub>O",
411,"6-Amino-3-pyridinecarboxylic acid","6-Aminonicotinic acid","C<sub>6</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","3167-49-5",115992,"138.124","cry (dil HOAc, +2w)",312,,,,,,,,
412,"4-Amino-<i>N</i>-2-pyridinylbenzenesulfonamide","Sulfapyridine","C<sub>11</sub>H<sub>11</sub>N<sub>3</sub>O<sub>2</sub>S","144-83-2",222065,"249.289","ye oran (al)","190(2)",,,,,,,"i H<sub>2</sub>O, bz, ctc; s EtOH",
413,"5-Amino-2,4(1<i>H</i>,3<i>H</i>)-pyrimidinedione","5-Aminouracil","C<sub>4</sub>H<sub>5</sub>N<sub>3</sub>O<sub>2</sub>","932-52-5",127250,"127.102","nd (w)","dec",,,,,,,"i H<sub>2</sub>O; s alk, acid",
414,"6-Amino-2,4(1<i>H</i>,3<i>H</i>)-pyrimidinedione",,"C<sub>4</sub>H<sub>5</sub>N<sub>3</sub>O<sub>2</sub>","873-83-6",120491,"127.102","cry (w)","dec",,,,,,,"vs H<sub>2</sub>O",
415,"4-Amino-2(1<i>H</i>)-pyrimidinethione","2-Thiocytosine","C<sub>4</sub>H<sub>5</sub>N<sub>3</sub>S","333-49-3",112435,"127.168",,,,,,,,,"sl DMSO",
416,"5-Amino-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","Uramil","C<sub>4</sub>H<sub>5</sub>N<sub>3</sub>O<sub>3</sub>","118-78-5",6178,"143.101","nd or pl (w)",">400",,,,,,,"s H<sub>2</sub>O, chl; i eth, bz",
417,"4-Amino-<i>N</i>-2-pyrimidinylbenzenesulfonamide","Sulfadiazine","C<sub>10</sub>H<sub>10</sub>N<sub>4</sub>O<sub>2</sub>S","68-35-9",235192,"250.277","cry (w), wh pow","261(3)",,,,,,,"sl H<sub>2</sub>O, EtOH, ace, DMSO",
418,"Aminopyrine","4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3<i>H</i>-pyrazol-3-one","C<sub>13</sub>H<sub>17</sub>N<sub>3</sub>O","58-15-1",195296,"231.293","pr or pl (lig or AcOEt)","107.5",,,,,"50<sup>25</sup>",,"vs H<sub>2</sub>O, bz, EtOH",
419,"4-Amino-<i>N</i>-2-quinoxalinylbenzenesulfonamide","Sulfaquinoxaline","C<sub>14</sub>H<sub>12</sub>N<sub>4</sub>O<sub>2</sub>S","59-40-5",290026,"300.336",,"247.5",,,,,,,"sl H<sub>2</sub>O, EtOH, ace; s aq alk",
420,"4-(Aminosulfonyl)benzoic acid","Carzenide","C<sub>7</sub>H<sub>7</sub>NO<sub>4</sub>S","138-41-0",1875393,"201.201","pr or lf (w)","291 dec",,,,,,,"i H<sub>2</sub>O; vs EtOH; sl eth; i bz",
421,"<i>N</i>-[4-(Aminosulfonyl)phenyl]acetamide","Acetylsulfanilamide","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>S","121-61-9",746675,"214.241","nd (HOAc)","219.5",,,,,,,"s H<sub>2</sub>O, EtOH, ace",
422,"5-Amino-1,3,4-thiadiazole-2(3<i>H</i>)-thione",,"C<sub>2</sub>H<sub>3</sub>N<sub>3</sub>S<sub>2</sub>","2349-67-9",81728,"133.195",,"243.0",,,,,,,,
423,"2-Amino-4(5<i>H</i>)-thiazolone",,"C<sub>3</sub>H<sub>4</sub>N<sub>2</sub>OS","556-90-1",2255,"116.141","pr or nd (w)","256 dec",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth",
424,"<i>N</i>-(Aminothioxomethyl)acetamide","Acetylthiourea","C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>OS","591-08-2",969960,"118.157","pr (w), orth (al)",165,,,,,,,"sl H<sub>2</sub>O, eth; s DMSO, EtOH",
425,"<i>N</i>-Amino-2-thioxo-4-thiazolidinone","3-Aminorhodanine","C<sub>3</sub>H<sub>4</sub>N<sub>2</sub>OS<sub>2</sub>","1438-16-0",117927,"148.206",,"101.5",,,,,,,"s DMSO",
426,"1-Amino-2,2,2-trichloroethanol","Chloral ammonia","C<sub>2</sub>H<sub>4</sub>Cl<sub>3</sub>NO","507-47-1",1698498,"164.418","nd (al)",73,"100 dec",,,,,,"vs bz, eth, EtOH",
427,"4-Amino-3,5,6-trichloro-2-pyridinecarboxlic acid","Picloram","C<sub>6</sub>H<sub>3</sub>Cl<sub>3</sub>N<sub>2</sub>O<sub>2</sub>","1918-02-1",479075,"241.459",,"218.5",,,,,,,,
428,"11-Aminoundecanoic acid",,"C<sub>11</sub>H<sub>23</sub>NO<sub>2</sub>","2432-99-7",1767291,"201.307",,"189.0",,,,,,,,
429,"Amiton",,"C<sub>10</sub>H<sub>24</sub>NO<sub>3</sub>PS","78-53-5",,"269.342","liq",,,"76<sup>0.01</sup>",,"1.4655<sup>27</sup>",,,,
430,"Amitraz","<i>N</i>-Methylbis(2,4-xylyliminomethyl)amine","C<sub>19</sub>H<sub>23</sub>N<sub>3</sub>","33089-61-1",,"293.406",,86,,,"1.128<sup>20</sup>",,,,,
431,"Amitriptyline",,"C<sub>20</sub>H<sub>23</sub>N","50-48-6",,"277.404","cry","196 (hydrochloride)",,,,,"0.0097<sup>24</sup>",,,
432,"Amminetrimethylboron",,"C<sub>3</sub>H<sub>12</sub>BN","1830-95-1",,"72.945",,"73.5",,,,,,,,
433,"Ammonium ferric oxalate",,"C<sub>6</sub>H<sub>12</sub>FeN<sub>3</sub>O<sub>12</sub>","14221-47-7",,"374.017",,"165 dec",,,"1.78<sup>17.5</sup>",,,,"vs H<sub>2</sub>O; i EtOH",
